account_code,name_ro,class_code,group_code,grade,kind,status,account_class,normal_balance,allows_subaccounts,parent_code,valid_from
6132,Venituri din dobînzile aferente împrumuturilor pe termen scurt acordate,6,61,ii,pasiv,recomandare,income,credit,false,613,2020-01-01
616,Venituri aferente mijloacelor cu destinaţie specială,6,61,i,pasiv,obligatoriu,income,credit,true,,2020-01-01
617,Alte venituri (cu excepţia veniturilor din activitatea economică),6,61,i,pasiv,obligatoriu,income,credit,true,,2020-01-01
618,Venituri din activitatea economică,6,61,i,pasiv,obligatoriu,income,credit,true,,2020-01-01
621,Venituri din operaţiuni cu active imobilizate,6,62,i,pasiv,obligatoriu,income,credit,true,,2020-01-01
6211,Venituri din ieşirea imobilizărilor necorporale,6,62,ii,pasiv,recomandare,income,credit,false,621,2020-01-01
6212,Venituri din ieşirea imobilizărilor corporale,6,62,ii,pasiv,recomandare,income,credit,false,621,2020-01-01
6213,Venituri din ieşirea investiţiilor imobiliare,6,62,ii,pasiv,recomandare,income,credit,false,621,2020-01-01
6214,Venituri din ieşirea altor active imobilizate,6,62,ii,pasiv,recomandare,income,credit,false,621,2020-01-01
6215,Venituri din reluarea pierderilor din deprecierea activelor imobilizate,6,62,ii,pasiv,recomandare,income,credit,false,621,2020-01-01
6216,Venituri din decontarea fondului comercial negativ,6,62,ii,pasiv,recomandare,income,credit,false,621,2020-01-01
6217,Alte venituri din operaţiuni cu active imobilizate,6,62,ii,pasiv,recomandare,income,credit,false,621,2020-01-01
622,Venituri financiare,6,62,i,pasiv,obligatoriu,income,credit,true,,2020-01-01
6221,Venituri din interese de participare,6,62,ii,pasiv,recomandare,income,credit,false,622,2020-01-01
6222,Venituri din dobînzi,6,62,ii,pasiv,recomandare,income,credit,false,622,2020-01-01
6223,Venituri din alte investiţii financiare pe termen lung,6,62,ii,pasiv,recomandare,income,credit,false,622,2020-01-01
6224,Venituri aferente ajustărilor de valoare privind investiţiile financiare pe termen lung şi curente,6,62,ii,pasiv,recomandare,income,credit,false,622,2020-01-01
6225,Venituri din ieşirea investiţiilor financiare,6,62,ii,pasiv,recomandare,income,credit,false,622,2020-01-01
6226,Venituri din diferenţe de curs valutar,6,62,ii,pasiv,recomandare,income,credit,false,622,2020-01-01
6227,Venituri din diferenţe de sumă,6,62,ii,pasiv,recomandare,income,credit,false,622,2020-01-01
6228,Alte venituri financiare,6,62,ii,pasiv,recomandare,income,credit,false,622,2020-01-01
623,Venituri excepţionale,6,62,i,pasiv,obligatoriu,income,credit,true,,2020-01-01
6231,Venituri din compensarea pierderilor din calamităţi,6,62,ii,pasiv,recomandare,income,credit,false,623,2020-01-01
6232,Venituri din compensarea pierderilor din alte evenimente excepţionale,6,62,ii,pasiv,recomandare,income,credit,false,623,2020-01-01
6233,Alte venituri excepţionale,6,62,ii,pasiv,recomandare,income,credit,false,623,2020-01-01
711,Costul vînzărilor,7,71,i,activ,obligatoriu,expense,debit,true,,2020-01-01
7111,Valoarea contabilă a produselor vîndute,7,71,ii,activ,recomandare,expense,debit,false,711,2020-01-01
7112,Valoarea contabilă a mărfurilor vîndute,7,71,ii,activ,recomandare,expense,debit,false,711,2020-01-01
7113,Costul serviciilor prestate,7,71,ii,activ,recomandare,expense,debit,false,711,2020-01-01
7114,Costul lucrărilor executate terţilor,7,71,ii,activ,recomandare,expense,debit,false,711,2020-01-01
7115,Costuri aferente contractelor de construcţie,7,71,ii,activ,recomandare,expense,debit,false,711,2020-01-01
7116,"Costuri aferente contractelor de leasing operaţional şi financiar (arendă, locaţiune)",7,71,ii,activ,recomandare,expense,debit,false,711,2020-01-01
7117,Costuri aferente contractelor de microfinanţare,7,71,ii,activ,recomandare,expense,debit,false,711,2020-01-01
7118,Alte costuri aferente veniturilor din vînzări,7,71,ii,activ,recomandare,expense,debit,false,711,2020-01-01
712,Cheltuieli de distribuire,7,71,i,activ,obligatoriu,expense,debit,true,,2020-01-01
7121,Cheltuieli cu personalul comercial,7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
7122,"Cheltuieli privind amortizarea, întreţinerea şi reparaţia activelor imobilizate cu destinaţie comercială",7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
7123,Cheltuieli cu ambalajele şi alte materiale utilizate la comercializarea produselor şi mărfurilor,7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
7124,Cheltuieli de transportare a produselor şi mărfurilor,7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
7125,Cheltuieli de publicitate şi marketing,7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
7126,Cheltuieli privind reparaţiile şi deservirea produselor şi mărfurilor în perioada de garanţie,7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
7127,Cheltuieli privind creanţele comerciale compromise,7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
7128,Cheltuieli privind returnările şi reducerile,7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
7129,Alte cheltuieli de distribuire,7,71,ii,activ,recomandare,expense,debit,false,712,2020-01-01
713,Cheltuieli administrative,7,71,i,activ,obligatoriu,expense,debit,true,,2020-01-01
7131,Cheltuieli cu personalul administrativ,7,71,ii,activ,recomandare,expense,debit,false,713,2020-01-01
7132,"Cheltuieli privind amortizarea, întreţinerea şi reparaţia activelor imobilizate cu destinaţie administrativă",7,71,ii,activ,recomandare,expense,debit,false,713,2020-01-01
7133,"Cheltuieli cu impozitele şi taxele, cu excepţia impozitului pe venit",7,71,ii,activ,recomandare,expense,debit,false,713,2020-01-01
7134,Cheltuieli în scopuri de filantropie şi sponsorizare,7,71,ii,activ,recomandare,expense,debit,false,713,2020-01-01
7135,Cheltuieli privind serviciile cu destinaţie administrativă,7,71,ii,activ,recomandare,expense,debit,false,713,2020-01-01
7136,Cheltuieli de protocol (reprezentanţă),7,71,ii,activ,recomandare,expense,debit,false,713,2020-01-01
7137,Cheltuieli privind delegarea personalului administrativ,7,71,ii,activ,recomandare,expense,debit,false,713,2020-01-01
7138,Alte cheltuieli administrative,7,71,ii,activ,recomandare,expense,debit,false,713,2020-01-01
714,Alte cheltuieli din activitatea operaţională,7,71,i,activ,obligatoriu,expense,debit,true,,2020-01-01
7141,Valoarea contabilă şi cheltuielile aferente altor active circulante ieşite,7,71,ii,activ,recomandare,expense,debit,false,714,2020-01-01
7142,Cheltuieli privind sancţiunile,7,71,ii,activ,recomandare,expense,debit,false,714,2020-01-01
7144,Cheltuieli privind lipsurile şi pierderile din deteriorarea activelor imobilizate şi circulante,7,71,ii,activ,recomandare,expense,debit,false,714,2020-01-01
7145,"Cheltuieli privind creanţele compromise decontate, cu excepţia celor comerciale",7,71,ii,activ,recomandare,expense,debit,false,714,2020-01-01
7146,Cheltuieli aferente ajustărilor privind deprecierea activelor circulante,7,71,ii,activ,recomandare,expense,debit,false,714,2020-01-01
7147,Cheltuieli aferente diferenţelor nefavorabile dintre cursul oficial al BNM şi cursul de cumpărare-vînzare a valutei străine,7,71,ii,activ,recomandare,expense,debit,false,714,2020-01-01
7148,Alte cheltuieli operaţionale,7,71,ii,activ,recomandare,expense,debit,false,714,2020-01-01
715,Cheltuieli aferente dobînzilor calculate,7,71,i,activ,obligatoriu,expense,debit,true,,2020-01-01
7151,Cheltuieli aferente dobînzilor calculate la depunerile de economii ale membrilor asociaţiilor de economii şi împrumut,7,71,ii,activ,recomandare,expense,debit,false,715,2020-01-01
7152,Cheltuieli aferente dobînzilor calculate la împrumuturile/creditele primite,7,71,ii,activ,recomandare,expense,debit,false,715,2020-01-01
716,Cheltuieli aferente mijloacelor cu destinaţie specială,7,71,i,activ,obligatoriu,expense,debit,true,,2020-01-01
717,Alte cheltuieli (cu excepţia cheltuielilor din activitatea economică),7,71,i,activ,obligatoriu,expense,debit,true,,2020-01-01
718,Cheltuieli din activitatea economică,7,71,i,activ,obligatoriu,expense,debit,true,,2020-01-01
721,Cheltuieli cu active imobilizate,7,72,i,activ,obligatoriu,expense,debit,true,,2020-01-01
7211,Valoarea contabilă şi cheltuielile aferente imobilizărilor necorporale ieşite,7,72,ii,activ,recomandare,expense,debit,false,721,2020-01-01
7212,Valoarea contabilă şi cheltuielile aferente imobilizărilor corporale ieşite,7,72,ii,activ,recomandare,expense,debit,false,721,2020-01-01
7213,Valoarea contabilă şi cheltuielile aferente investiţiilor imobiliare ieşite,7,72,ii,activ,recomandare,expense,debit,false,721,2020-01-01
7214,Valoarea contabilă şi cheltuielile aferente altor active imobilizate ieşite,7,72,ii,activ,recomandare,expense,debit,false,721,2020-01-01
7215,Pierderi din deprecierea activelor imobilizate,7,72,ii,activ,recomandare,expense,debit,false,721,2020-01-01
7216,Pierderi din decontarea fondului comercial pozitiv,7,72,ii,activ,recomandare,expense,debit,false,721,2020-01-01
7217,Cheltuieli privind provizioanele aferente activelor imobilizate,7,72,ii,activ,recomandare,expense,debit,false,721,2020-01-01
7218,Alte cheltuieli cu active imobilizate,7,72,ii,activ,recomandare,expense,debit,false,721,2020-01-01
722,Cheltuieli financiare,7,72,i,activ,obligatoriu,expense,debit,true,,2020-01-01
7221,Cheltuieli privind dobînzile,7,72,ii,activ,recomandare,expense,debit,false,722,2020-01-01
7222,Cheltuieli aferente ajustărilor de valoare privind investiţiile financiare pe termen lung şi curente,7,72,ii,activ,recomandare,expense,debit,false,722,2020-01-01
7223,Cheltuieli aferente ieşirii investiţiilor financiare,7,72,ii,activ,recomandare,expense,debit,false,722,2020-01-01
7224,Cheltuieli din diferenţe de curs valutar,7,72,ii,activ,recomandare,expense,debit,false,722,2020-01-01
7225,Cheltuieli din diferenţe de sumă,7,72,ii,activ,recomandare,expense,debit,false,722,2020-01-01
7226,Alte cheltuieli financiare,7,72,ii,activ,recomandare,expense,debit,false,722,2020-01-01
723,Cheltuieli excepţionale,7,72,i,activ,obligatoriu,expense,debit,true,,2020-01-01
7231,Cheltuieli privind calamităţile,7,72,ii,activ,recomandare,expense,debit,false,723,2020-01-01
7232,Cheltuieli privind alte evenimente excepţionale,7,72,ii,activ,recomandare,expense,debit,false,723,2020-01-01
7233,Alte cheltuieli excepţionale,7,72,ii,activ,recomandare,expense,debit,false,723,2020-01-01
731,Cheltuieli privind impozitul pe venit,7,73,i,activ,obligatoriu,expense,debit,true,,2020-01-01
811,Activităţi de bază,8,81,i,activ,recomandare,expense,debit,true,,2020-01-01
812,Activităţi auxiliare,8,81,i,activ,recomandare,expense,debit,true,,2020-01-01
821,Costuri indirecte de producţie,8,82,i,activ,recomandare,expense,debit,true,,2020-01-01
822,Costuri indirecte aferente contractelor de construcţie,8,82,i,activ,recomandare,expense,debit,true,,2020-01-01
823,Costuri de regie aferente contractelor de construcţie,8,82,i,activ,recomandare,expense,debit,true,,2020-01-01
824,Alte costuri repartizabile,8,82,i,activ,recomandare,expense,debit,true,,2020-01-01
831,Adaos comercial,8,83,i,rectificativ_pasiv,recomandare,expense,credit,true,,2020-01-01
832,Încasări din vînzarea bunurilor în numerar,8,83,i,activ,recomandare,expense,debit,true,,2020-01-01
833,Returnarea şi reducerea preţurilor la bunurile vîndute,8,83,i,activ,recomandare,expense,debit,true,,2020-01-01
834,Costuri aferente bunurilor transmise spre prelucrare terţilor,8,83,i,activ,recomandare,expense,debit,true,,2020-01-01
835,Producţii şi unităţi de deservire,8,83,i,activ,recomandare,expense,debit,true,,2020-01-01
836,Costuri refacturate,8,83,i,activ,recomandare,expense,debit,true,,2020-01-01
911,"Imobilizări corporale primite în leasing (arendă, locaţiune) operaţional",9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
912,Bunuri primite pentru montare,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
913,Imobilizări corporale transmise în leasing financiar,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
914,Bunuri primite în custodie,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
915,Bunuri primite spre prelucrare sau reparare,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
916,Bunuri primite în baza contractelor de comision,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
917,Bunuri obţinute din materialele prelucrate ale terţilor,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
918,Formulare cu regim special,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
919,Creanţe compromise decontate,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
920,Creanţe contingente,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
921,Datorii contingente,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
922,Garanţii acordate,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
923,Garanţii primite,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
924,Pierderi fiscale,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
925,Facilităţi fiscale,9,,i,extrabilantier,recomandare,asset,debit,true,,2020-01-01
